Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Mutagi, S., Yadav, A., Hiremath, C.G.","57264872200;57205147026;57196423101;","Shoreline Change Model: A Review",2022,"Lecture Notes in Civil Engineering","162",,,"1019","1031",,1,"10.1007/978-981-16-2826-9_64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115262172&doi=10.1007%2f978-981-16-2826-9_64&partnerID=40&md5=c36987d5b75888617f92668109917ef4",Conference Paper,"Final","",Scopus,2-s2.0-85115262172
"Manjula, G., Govinda Rajulu, G., Anand, R., Thirukrishna, J.T.","57265222500;57264848100;57223695321;57199285795;","Implementation of Smart Parking Application Using IoT and Machine Learning Algorithms",2022,"Lecture Notes on Data Engineering and Communications Technologies","75",,,"247","257",,8,"10.1007/978-981-16-3728-5_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115253811&doi=10.1007%2f978-981-16-3728-5_18&partnerID=40&md5=500b931e3926fd70315700388fe46488",Book Chapter,"Final","",Scopus,2-s2.0-85115253811
"Sreelakshmi, G., Asha, M.N.","57202891699;57222573587;","Application of Image Analysis in Infrastructure Sector Fields—An Overview",2022,"Lecture Notes in Civil Engineering","162",,,"25","39",,1,"10.1007/978-981-16-2826-9_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115245252&doi=10.1007%2f978-981-16-2826-9_3&partnerID=40&md5=9b410ab1b35ea44fabc777d1519efc2b",Conference Paper,"Final","",Scopus,2-s2.0-85115245252
"Hema, H.C., Govindaiah, S., Suresha, K.J., Yadav, A.","57205491471;28367686600;57265249600;57205147026;","Morphological Characteristics of the Kanakapura Watershed, Arkavathi River Basin, Karnataka, India—Using GIS and DEM",2022,"Lecture Notes in Civil Engineering","162",,,"991","1001",,1,"10.1007/978-981-16-2826-9_62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115221206&doi=10.1007%2f978-981-16-2826-9_62&partnerID=40&md5=ba6ecc2511f945ee2d5eee99e8ed5ead",Conference Paper,"Final","",Scopus,2-s2.0-85115221206
"Mutagi, S., Yadav, A., Hiremath, C.G.","57264872200;57205147026;57196423101;","Shoreline Change Monitoring of Karwar Coast of Karnataka, India, Using Sentinel-2 Satellite",2022,"Lecture Notes in Civil Engineering","162",,,"339","350",,,"10.1007/978-981-16-2826-9_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115201028&doi=10.1007%2f978-981-16-2826-9_22&partnerID=40&md5=90bbe6cecef6a035d733daa252c20b01",Conference Paper,"Final","",Scopus,2-s2.0-85115201028
"Zahid Nabi Dar, S.","57195723913;","Intelligently Controlled Scheme for Integration of SMES in Wind Penetrated Power System for Load Frequency Control",2022,"Lecture Notes in Networks and Systems","213",,,"737","746",,,"10.1007/978-981-16-2422-3_57","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115191859&doi=10.1007%2f978-981-16-2422-3_57&partnerID=40&md5=7de7d1a6037a76292ca86c3476007d0f",Conference Paper,"Final","",Scopus,2-s2.0-85115191859
"Baraniya, S., Zahid Nabi Dar, S.","57202924688;57195723913;","Effect of Surface Imperfections in Channel Region of an n-MOSFET on Its Vital Characteristics: A Simulation Study",2022,"Lecture Notes in Networks and Systems","213",,,"747","753",,,"10.1007/978-981-16-2422-3_58","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115181676&doi=10.1007%2f978-981-16-2422-3_58&partnerID=40&md5=4270507ba8e9a65e04c0d3aaa37acc0f",Conference Paper,"Final","",Scopus,2-s2.0-85115181676
"Kumar, N., Dey, B., Chetri, C., Agarwal, A., Debnath, A.","58594925100;14022694900;57220080237;58281473600;55370309200;","Development of an IoT-Based Smart Greenhouse Using Arduino",2022,"Lecture Notes in Electrical Engineering","776",,,"455","465",,4,"10.1007/978-981-16-2911-2_47","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115055871&doi=10.1007%2f978-981-16-2911-2_47&partnerID=40&md5=83203779a9138f173c6fc5f0251e977d",Conference Paper,"Final","",Scopus,2-s2.0-85115055871
"Sudarsanam, P., Dwarakanatha, G.V., Anand, R., Shah, H., Jayashree, C.S.","57210286955;57229731300;57223695321;57231095600;57231095700;","Learning of Advanced Telecommunication Computing Architecture (ATCA)-Based Femto Gateway Framework",2022,"Lecture Notes in Networks and Systems","209",,,"375","392",,,"10.1007/978-981-16-2126-0_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113393461&doi=10.1007%2f978-981-16-2126-0_32&partnerID=40&md5=513aca7df41de4adc81ca26f52283443",Conference Paper,"Final","",Scopus,2-s2.0-85113393461
"Rasheed, A.A.","57197955353;","Improving prediction efficiency by revolutionary machine learning models",2022,"Materials Today: Proceedings",,,,"","",,3,"10.1016/j.matpr.2021.04.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111257911&doi=10.1016%2fj.matpr.2021.04.014&partnerID=40&md5=78abf151c998ea56f0d36481c50a41d4",Article,"Article in Press","",Scopus,2-s2.0-85111257911
"A.D, V., Panda, B.","57226192621;36772454800;","Corrosion behaviour of galvanised steel in alkaline sodium chloride solution",2022,"Advances in Materials and Processing Technologies","8","sup2",,"826","840",,,"10.1080/2374068X.2021.1953916","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110886104&doi=10.1080%2f2374068X.2021.1953916&partnerID=40&md5=6d426d9cb881bb343e6a618fe6f4cf0e",Article,"Final","",Scopus,2-s2.0-85110886104
"Arunkumar, T., Pavanan, V., Murugesan, V.A., Mohanavel, V., Ramachandran, K.","56593341700;57195522553;57224126228;56595100800;57222623565;","Influence of Nanoparticles Reinforcements on Aluminium 6061 Alloys Fabricated via Novel Ultrasonic Aided Rheo-Squeeze Casting Method",2022,"Metals and Materials International","28","1",,"145","154",,32,"10.1007/s12540-021-01036-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107019815&doi=10.1007%2fs12540-021-01036-0&partnerID=40&md5=cbca2f3ad701953c22a7d45fab1f7df7",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85107019815
"Yadav, A., Dodamani, B.M., Dwarakish, G.S.","57205147026;56520098900;15727434000;","Effect of disturbed river sediment supply on shoreline configuration: A case study",2022,"ISH Journal of Hydraulic Engineering","28","3",,"336","351",,1,"10.1080/09715010.2021.1878068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100254253&doi=10.1080%2f09715010.2021.1878068&partnerID=40&md5=8d1eaf90858070ae4732c219d7cfc5e4",Article,"Final","",Scopus,2-s2.0-85100254253
"Anish, M., Arunkumar, T., Jayaprakash, V., Chandrasekar, P., Senthil kumar, J.","56461314200;56593341700;57220812836;57209710171;57194691311;","The effect of gallium phosphide-thermal 55 Nanofluid on double tube heat exchangers in laminar flow",2022,"International Journal of Ambient Energy","43","1",,"3164","3169",,1,"10.1080/01430750.2020.1816581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090474579&doi=10.1080%2f01430750.2020.1816581&partnerID=40&md5=36f2be159a28dd80a1158040db3abafc",Article,"Final","",Scopus,2-s2.0-85090474579
"Ramachandran, S., Nene, A.A., Suyambazhahan, S.","57193753127;56708332700;6505633729;","Integrated system of flat plate collector and Scheffler solar concentrator for enhancing thermal efficiency and steam generation rate",2022,"International Journal of Ambient Energy","43","1",,"3154","3163",,4,"10.1080/01430750.2020.1811764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089964793&doi=10.1080%2f01430750.2020.1811764&partnerID=40&md5=404e1eb66f96baf2df7400355e182332",Article,"Final","",Scopus,2-s2.0-85089964793
"Ramachandran, S., Nene, A.A., Suyambazhahan, S.","57193753127;56708332700;6505633729;","Studies on Scheffler solar concentrator to optimise thermal efficiency",2022,"International Journal of Ambient Energy","43","1",,"3138","3145",,4,"10.1080/01430750.2020.1805357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089468958&doi=10.1080%2f01430750.2020.1805357&partnerID=40&md5=0ff8eb7369a860f86b89371f45ee4aac",Article,"Final","",Scopus,2-s2.0-85089468958
"Narendra, N., Krishnamurthy, N., Sagar, M.B., Murali, M.S., Arunkumar, T.","57217257313;57195359354;57201502719;57217681468;56593341700;","Characterisation and feasibility study of potential energy for biogas yield from co-digestion of silkworm larval litter and cashew nut fruit",2022,"International Journal of Ambient Energy","43","1",,"2759","2766",,5,"10.1080/01430750.2020.1772874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086943467&doi=10.1080%2f01430750.2020.1772874&partnerID=40&md5=4caa64567e165d606775a22c2178d250",Article,"Final","",Scopus,2-s2.0-85086943467
"Rajendra Prasad Reddy, B., Rana Prathap Reddy, N., Manne, B., Srikanth, H.V.","57215021695;57215025853;57192315701;57193866468;","Performance, combustion and emission characteristics of a diesel engine fuelled with Schizochytrium micro-algae biodiesel and its blends",2022,"International Journal of Ambient Energy","43","1",,"2090","2096",,18,"10.1080/01430750.2020.1720808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079698841&doi=10.1080%2f01430750.2020.1720808&partnerID=40&md5=83b2a0c6c285178d02702523c9747313",Article,"Final","",Scopus,2-s2.0-85079698841
"Chitra, K., Prakash, V.S.","56141400000;57222366075;","Analytical comparison and implementation of different inverter topologies for three-phase on-line uninterruptible power supply",2022,"International Journal of Ambient Energy","43","1",,"1103","1112",,4,"10.1080/01430750.2019.1688678","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075214751&doi=10.1080%2f01430750.2019.1688678&partnerID=40&md5=31c55e23fcd823a25278d32f4e97247b",Article,"Final","",Scopus,2-s2.0-85075214751
"Jebasingh, V.K., Divya Johns, J., Arunkumar, T.","56907059100;57211458420;56593341700;","Performance study on eutectic molten salt as a high temperature working fluid in the parabolic trough collector",2022,"International Journal of Ambient Energy","43","1",,"764","768",,1,"10.1080/01430750.2019.1670733","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074037843&doi=10.1080%2f01430750.2019.1670733&partnerID=40&md5=68defad04593ee63ead64435aaf96c46",Article,"Final","",Scopus,2-s2.0-85074037843
"Jebasingh, V.K., Divya Johns, J., Arunkumar, T.","56907059100;57211458420;56593341700;","Assessment of circular and elliptical absorber tube in solar parabolic trough collector",2022,"International Journal of Ambient Energy","43","1",,"873","878",,5,"10.1080/01430750.2019.1670732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074019123&doi=10.1080%2f01430750.2019.1670732&partnerID=40&md5=4917d20a3cb3cf93ff05ea6b2ec482e0",Article,"Final","",Scopus,2-s2.0-85074019123
"Anish, M., Jayaprabakar, J., Joy, N., Jayaprakash, V., Prabhu, A., Arunkumar, T.","56461314200;37070559200;57220814245;57220812836;57205599288;56593341700;","Experimental analysis and theoretical certainity of thermal conductivity of CuO based therminol D-12 nano fluid",2022,"International Journal of Ambient Energy","43","1",,"460","465",,3,"10.1080/01430750.2019.1653989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071378598&doi=10.1080%2f01430750.2019.1653989&partnerID=40&md5=6c4b67d59378e79d499309dfad8946ca",Article,"Final","",Scopus,2-s2.0-85071378598
"Anish, M., Jayaprabakar, J., Prabhu, A., Arunkumar, T., Jayaprakash, V., Joy, N.","56461314200;37070559200;57205599288;56593341700;57220812836;57220814245;","Measurement of temperature debased and theoretical inevitability of thermal conductivity and viscosity of germanium-based therminol-55 nanofluid",2022,"International Journal of Ambient Energy","43","1",,"596","602",,4,"10.1080/01430750.2019.1653985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071304636&doi=10.1080%2f01430750.2019.1653985&partnerID=40&md5=fe39b911c7811190f3a8d38135399e90",Article,"Final","",Scopus,2-s2.0-85071304636
"Shivanna, D.M., Kulkarni, S.S.","55982935200;57428267000;","Experimental Studies on Outer Race Fault Diagnosis of Rolling Element Bearings",2021,"International Journal of Vehicle Structures and Systems","13","5",,"639","641",,,"10.4273/ijvss.13.5.17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123507422&doi=10.4273%2fijvss.13.5.17&partnerID=40&md5=3523ca9b25e48937d7438abb6cc0e74e",Article,"Final","",Scopus,2-s2.0-85123507422
"Tijare, P.V., Jhansi, R.P.","57188988126;57462363600;","PROCREATION AND APPLICATION OF SENTIMENT BASED DICTIONARY TO REVEAL POPULAR EVENT TOPICS TRENDS ON TWITTER PLATFORM",2021,"Indian Journal of Computer Science and Engineering","12","6",,"1749","1759",,,"10.21817/indjcse/2021/v12i6/211206048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125048165&doi=10.21817%2findjcse%2f2021%2fv12i6%2f211206048&partnerID=40&md5=6b38ca349de8d884b4c2fbc5ffd2f2fe",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85125048165
"Koppala, S., Balan, R., Litter, M.I., Xu, L., Li, K., Liu, H., Lekshmi, I.C., Mohamed, R.B.","55971800500;57196740345;6701736336;57191364010;57208446699;57224115521;55666220400;55875185000;","One pot molten salt synthesis and photocatalytic studies of magnetically separable copper ferrite microcrystals",2021,"Materials Today Communications","29",,"102769","","",,4,"10.1016/j.mtcomm.2021.102769","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122821786&doi=10.1016%2fj.mtcomm.2021.102769&partnerID=40&md5=1e5ebb6744546d948af317b337881394",Article,"Final","",Scopus,2-s2.0-85122821786
"S, D., Jain, S.","57358381300;57215921936;","An efficient and hybrid pulse coupled neural network - based object detection framework based on machine learning",2021,"Computers and Electrical Engineering","96",,"107615","","",,3,"10.1016/j.compeleceng.2021.107615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120372490&doi=10.1016%2fj.compeleceng.2021.107615&partnerID=40&md5=e88d41f4ffdd90dc186f346aff0841ac",Article,"Final","",Scopus,2-s2.0-85120372490
"S, S.N., Saha, S., Bhattacharjee, A.","57222422194;55744603300;57345663800;","A 2D FSI mathematical model of blood flow to analyze the hyper-viscous effects in atherosclerotic COVID patients",2021,"Results in Engineering","12",,"100275","","",,11,"10.1016/j.rineng.2021.100275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119328201&doi=10.1016%2fj.rineng.2021.100275&partnerID=40&md5=20bc0298cbe5960fe54430855bd1d70d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85119328201
"El-Mansy, M.A.M., Suvitha, A., Osman, W., Khaled, K.F.","35751222700;57218331018;57281988500;7003878194;","Exploring the electronic and optical absorption properties for homo- and hetero-pyrrole-graphene quantum dots",2021,"Journal of Computational Electronics","20","6",,"2387","2402",,5,"10.1007/s10825-021-01773-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114895220&doi=10.1007%2fs10825-021-01773-w&partnerID=40&md5=700e5756076dbfdf45eb8872cd70331c",Article,"Final","",Scopus,2-s2.0-85114895220
"Gupta, P., Rahaman, F., Gautam, P., Mondal, S., Lekshmi, I.C.","57231970400;24367290400;55081277800;57211114576;55666220400;","A non-enzymatic fluorometric detection of cholesterol via micelle induced supramolecular assembly using thiazole derived molecule",2021,"Journal of Photochemistry and Photobiology A: Chemistry","421",,"113527","","",,2,"10.1016/j.jphotochem.2021.113527","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114611732&doi=10.1016%2fj.jphotochem.2021.113527&partnerID=40&md5=d71cfe18eeccaf3c5a0622aff3a3e8f6",Article,"Final","",Scopus,2-s2.0-85114611732
"Saravanan, P., Josephraj, J., Pushpa Thillainayagam, B.","57234481100;8983243500;57233258500;","A comprehensive analysis of biosorptive removal of basic dyes by different biosorbents",2021,"Environmental Nanotechnology, Monitoring and Management","16",,"100560","","",,10,"10.1016/j.enmm.2021.100560","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113598726&doi=10.1016%2fj.enmm.2021.100560&partnerID=40&md5=5952a978c8fd0d36cf0d29647bca48b7",Review,"Final","",Scopus,2-s2.0-85113598726
"Alamuru, S., Jain, S.","57214136418;57215921936;","Video event detection, classification and retrieval using ensemble feature selection",2021,"Cluster Computing","24","4",,"2995","3010",,4,"10.1007/s10586-021-03308-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107295522&doi=10.1007%2fs10586-021-03308-1&partnerID=40&md5=55ecfc8cb41100ee1729ac7791c45c96",Article,"Final","",Scopus,2-s2.0-85107295522
"Darius, P.S.H., Gundabattini, E., Solomon, D.G.","35107140300;55443879600;16043609900;","A Survey on the Effectiveness of Online Teaching–Learning Methods for University and College Students",2021,"Journal of The Institution of Engineers (India): Series B","102","6",,"1325","1334",,28,"10.1007/s40031-021-00581-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104004219&doi=10.1007%2fs40031-021-00581-x&partnerID=40&md5=4cae043363e51d4309378aaca0c98fcc",Editorial,"Final","",Scopus,2-s2.0-85104004219
"Ahmed, K., Gouda, N.","57202984930;57219917168;","AI Techniques and Mathematical Modeling to Detect Coronavirus",2021,"Journal of The Institution of Engineers (India): Series B","102","6",,"1283","1292",,3,"10.1007/s40031-020-00514-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096076629&doi=10.1007%2fs40031-020-00514-0&partnerID=40&md5=c71d365e1a5234701687fd0b418c485d",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85096076629
"Hegde, S.S., Ramesh, K.","24587129900;55566989300;","Advances in low-cost and nontoxic materials based solar cell devices",2021,"Journal of Physics: Conference Series","2070","1","012043","","",,2,"10.1088/1742-6596/2070/1/012043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120435773&doi=10.1088%2f1742-6596%2f2070%2f1%2f012043&partnerID=40&md5=082c5915716d01d7fc0cab658b567b0c",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-85120435773
"Jagadishwari, V., Indulekha, A., Raghu, K., Harshini, P.","57200285329;57359095200;57359581200;57359338000;","Sentiment analysis of social media text-emoticon post with machine learning models contribution title",2021,"Journal of Physics: Conference Series","2070","1","012079","","",,1,"10.1088/1742-6596/2070/1/012079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120418050&doi=10.1088%2f1742-6596%2f2070%2f1%2f012079&partnerID=40&md5=e60ea4909a4172bd161d6bc397bb2958",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85120418050
"Padmavathy, N., Murthy, B.N., Hemakumar, K.H.","57359123200;23970980500;12795810800;","Direct sunlight driven photocatalytic degradation of hazardous organic dyes using TiO2-NiO nanocomposite p-n junction",2021,"Journal of Physics: Conference Series","2070","1","012044","","",,3,"10.1088/1742-6596/2070/1/012044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120404531&doi=10.1088%2f1742-6596%2f2070%2f1%2f012044&partnerID=40&md5=5454e0380dd86b84ccbefff9f2fdf665",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85120404531
"Soundarya, N.","57200297280;","Trend Analysis of Sulphur Dioxide in Bangalore &amp; Effectiveness of Control Measures",2021,"IOP Conference Series: Earth and Environmental Science","850","1","012009","","",,,"10.1088/1755-1315/850/1/012009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120476538&doi=10.1088%2f1755-1315%2f850%2f1%2f012009&partnerID=40&md5=f3ec52153c1fd1e4c87f92f4e3a28429",Editorial,"Final","All Open Access, Gold",Scopus,2-s2.0-85120476538
"Ramachandran, K., Ram Subramani, R., Arunkumar, T., Boopalan, V.","57222623565;57202095043;56593341700;57226365824;","Mechanical and thermal properties of spark plasma sintered Alumina-MWCNTs nanocomposites prepared via improvised colloidal route",2021,"Materials Chemistry and Physics","272",,"125034","","",,14,"10.1016/j.matchemphys.2021.125034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111255503&doi=10.1016%2fj.matchemphys.2021.125034&partnerID=40&md5=610dc36ee80e51dec5c6b75a35191f15",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85111255503
"Chitra, K., Ahmed, K., Das, A., Shailendra, B.","56141400000;57202984930;57222389237;57346246700;","A Hybrid Wind-Solar Standalone Renewable Energy System",2021,"Proceedings - 1st International Conference on Smart Technologies Communication and Robotics, STCR 2021",,,,"","",,4,"10.1109/STCR51658.2021.9588973","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119419261&doi=10.1109%2fSTCR51658.2021.9588973&partnerID=40&md5=6c6fc87f6baefa3561442f0bd5e679bd",Conference Paper,"Final","",Scopus,2-s2.0-85119419261
"Mahaboob B., Hanumantha Ravi P.v.n., Sateesh Kumar D., Sitamahalakshmi V.","57192240045;57225142259;57216625791;57302224500;","A new vision on sum of powers of integers",2021,"AIP Conference Proceedings","2375",,"0066924","","",,12,"10.1063/5.0066924","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117530639&doi=10.1063%2f5.0066924&partnerID=40&md5=fd669d68f3635c2b6d5315af34b79f71",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85117530639
"Asha, K.N., Srivastava, N.","57223325484;57210720355;","Geometry of stenosis and its effects on the blood flow through an artery-A theoretical study",2021,"AIP Conference Proceedings","2375",,"0066510","","",,8,"10.1063/5.0066510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117507977&doi=10.1063%2f5.0066510&partnerID=40&md5=819265ce0faab450026f47969742d7f8",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85117507977
"Sateeh Kumar, D., Shaik, M.S., Hanumantha Ravi, P.V.N., Venkateswararao, J.","57302087900;57211295714;57225142259;57302088000;","Reduction of CO2emissions to decelerate and reverse global warming using mathematical analysis",2021,"AIP Conference Proceedings","2375",,"0066384","","",,1,"10.1063/5.0066384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117504093&doi=10.1063%2f5.0066384&partnerID=40&md5=4d3b9b0b03add2ec20559c89a240ebb4",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85117504093
"Sai Prasanthi, G., Ravi, P.V.N.H., Murthy, N.V.E.S.","57222171349;57225142259;7102861758;","Certain type of covers of L-fuzzy point set and their connection with L-fuzzy i-covers of L-fuzzy set",2021,"AIP Conference Proceedings","2375",,"0066343","","",,,"10.1063/5.0066343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117495011&doi=10.1063%2f5.0066343&partnerID=40&md5=7ce1bc6364632ee79c27e76555108313",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85117495011
"Shankar Narayan, S., Vaishnaw, N.S.","57222422194;57303023100;","Mathematical modeling, interpretation, and simulation of tumor dynamics in the presence of CD4 + cells with chemotherapeutic drug intervention",2021,"AIP Conference Proceedings","2375",,"0066532","","",,,"10.1063/5.0066532","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117443507&doi=10.1063%2f5.0066532&partnerID=40&md5=f087e9304d529acdbecfb170a3940b9d",Conference Paper,"Final","",Scopus,2-s2.0-85117443507
"Pillai, R., Balan, R., Lekshmi, I.C., Milina, K.","57215376427;57196740345;55666220400;36933914700;","Facile Auto-Combustion Synthesis and Characterization of Stable Amorphous Nanoscale Zero-Valent Iron (nZVI)",2021,"International Journal of Self-Propagating High-Temperature Synthesis","30","4",,"251","256",,1,"10.3103/S1061386221040087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121455212&doi=10.3103%2fS1061386221040087&partnerID=40&md5=b459890c81bb85967caccf24b3ebfba7",Article,"Final","",Scopus,2-s2.0-85121455212
"Begam, M.F.","57348475000;","Domain Ontology Construction using Formal Concept and Relational Concept Analysis",2021,"2021 2nd Global Conference for Advancement in Technology, GCAT 2021",,,,"","",,1,"10.1109/GCAT52182.2021.9587855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119528333&doi=10.1109%2fGCAT52182.2021.9587855&partnerID=40&md5=566d1c6ad60a8252bd4b6da63e63d43f",Conference Paper,"Final","",Scopus,2-s2.0-85119528333
"Prasad, B.S., Akana, C.M.V.S.","57213796300;57223690108;","Polarity Sentiment-Based Intelligent Chat Bot for Judicious Customer Service Escalation",2021,"2021 2nd Global Conference for Advancement in Technology, GCAT 2021",,,,"","",,,"10.1109/GCAT52182.2021.9587592","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119472476&doi=10.1109%2fGCAT52182.2021.9587592&partnerID=40&md5=5af10c6f3a7c391e5edcfc1975907fc9",Conference Paper,"Final","",Scopus,2-s2.0-85119472476
"Datta, A., Saha, A.","57204594447;56128041000;","Investigation of an ultra-sensitive fiber-optic fuel adulteration sensor by propagating a higher-order Bessel-Gauss beam",2021,"Optik","243",,"167408","","",,8,"10.1016/j.ijleo.2021.167408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107738632&doi=10.1016%2fj.ijleo.2021.167408&partnerID=40&md5=130e9fec4b8e1233da26b0f50302ca84",Article,"Final","",Scopus,2-s2.0-85107738632
"Aswini, N., Uma, S.V.","57091672000;26656380600;","Drone Object Detection Using Deep Learning Algorithms",2021,"Proceedings of the 3rd International Conference on Inventive Research in Computing Applications, ICIRCA 2021",,,,"1187","1192",,2,"10.1109/ICIRCA51532.2021.9544983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116940649&doi=10.1109%2fICIRCA51532.2021.9544983&partnerID=40&md5=2ce6c9f24faa0a2e0d4233a5279db3aa",Conference Paper,"Final","",Scopus,2-s2.0-85116940649
"Krishna Teja Yadav, C.H.T., Tiwari, R., Venkateswaran, K.","57291524600;57200143961;55811774200;","Power Allocation of Multiple subcarriers using Water Filling algorithm for RIS Aided Communication Sytsems",2021,"Proceedings of the 3rd International Conference on Inventive Research in Computing Applications, ICIRCA 2021",,,,"308","311",,,"10.1109/ICIRCA51532.2021.9544848","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116940302&doi=10.1109%2fICIRCA51532.2021.9544848&partnerID=40&md5=8e30d23d6cf387a75daf65c24c1483cc",Conference Paper,"Final","",Scopus,2-s2.0-85116940302
"Uppin, R., Ambesange, S., Sangameshwar, Aralikatti, S., Ve, M.G.","57222104073;57217636280;57219240997;57219288784;57219247830;","Respiratory Sound Abnormality Classification using Multipath Deep Learning Method",2021,"Proceedings of the 3rd International Conference on Inventive Research in Computing Applications, ICIRCA 2021",,,,"903","915",,2,"10.1109/ICIRCA51532.2021.9544881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116939005&doi=10.1109%2fICIRCA51532.2021.9544881&partnerID=40&md5=96b06d64f8b6e74c5848e209a66b05df",Conference Paper,"Final","",Scopus,2-s2.0-85116939005
"Routray, S.K., Javali, A., Sahoo, A., Sharma, L., Sharmila, K.P., Ghosh, A.D.","55807554600;57193141491;57215203474;57191241882;56974803100;57211137667;","IoT Assisted Power Electronics for Modern Power Systems",2021,"Proceedings of the 3rd International Conference on Inventive Research in Computing Applications, ICIRCA 2021",,,,"17","21",,2,"10.1109/ICIRCA51532.2021.9544584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116936894&doi=10.1109%2fICIRCA51532.2021.9544584&partnerID=40&md5=6696dc963fcbd466dd28c2773121fd49",Conference Paper,"Final","",Scopus,2-s2.0-85116936894
"Aralikatti, S., Pradyumna, R., Rahul Reddy, V., Sanjay, B.R., Reddy, S.N.K.","57219288784;57292797600;57291431000;57292112000;57291206100;","IoT-Based Distribution Transformer Health Monitoring System using Node-MCU Blynk",2021,"Proceedings of the 3rd International Conference on Inventive Research in Computing Applications, ICIRCA 2021",,,,"1","4",,2,"10.1109/ICIRCA51532.2021.9544098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116894165&doi=10.1109%2fICIRCA51532.2021.9544098&partnerID=40&md5=2b652102c1673c42f1977bf17e860505",Conference Paper,"Final","",Scopus,2-s2.0-85116894165
